workerid,proliferate.condition,choice,correct,gender,lexeme,name,response,trial_id,trial_no,type,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.gender_q1,subject_information.gender_q10,subject_information.gender_q11,subject_information.gender_q12,subject_information.gender_q13,subject_information.gender_q2,subject_information.gender_q3,subject_information.gender_q4,subject_information.gender_q5,subject_information.gender_q6,subject_information.gender_q7,subject_information.gender_q8,subject_information.gender_q9,subject_information.language,subject_information.party_alignment,subject_information.price,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
916,Dems,,0,filler,scientist,filler,researcher,,10,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,running,filler,running,,11,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,female,police officer,Rachel,policeman,,12,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,female,flight attendant,Megan,flight attendant,,13,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,attention,store,attention,walked,,14,test_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,ice,filler,water,,15,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,Uganda,filler,on,,16,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,teacher,filler,professor,,17,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,attention,song,attention,sing,,18,test_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,customer,filler,child,,19,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,there,filler,are,,20,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,dancer,filler,choreographer,,21,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,1,attention,modal,attention,would,,22,test_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,female,heir,Emily,heiress,,23,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,doctor,filler,doctor,,24,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,male,actor,Joseph,actor,,25,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,plants,filler,have,,26,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,male,hero,John,hero,,27,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,male,congressperson,William,congressperson,,28,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,attention,typing,attention,those,,29,test_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,dalmatian,filler,canine,,30,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,horse,filler,equine,,31,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,Kiwi,filler,having,,32,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,glass,filler,glass,,33,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,1,attention,eating,attention,eat,,34,test_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,female,layperson,Elizabeth,layman,,35,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,attention,videogames,attention,videogame,,36,test_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,1,attention,mask,attention,is,,37,test_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,bookkeeper,filler,librarian,,38,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,watching,filler,movie,,39,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,female,salesperson,Alyssa,salesperson,,40,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,male,craftsperson,Jacob,craftsman,,41,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,female,businessperson,Jessica,businessperson,,42,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,cook,filler,chef,,43,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,tomorrow,filler,tomorrow,,44,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,go,filler,go,,45,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,singer,filler,clown,,46,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,sipping,filler,of,,47,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,male,hunter,Austin,hunter,,48,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,computer,filler,phone,,49,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,over,filler,in,,50,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,attention,party,attention,they,,51,test_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,male,host,Matthew,host,,52,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,proud,filler,angry,,53,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,drink,filler,tea,,54,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,female,meteorologist,Sarah,meteorologist,,55,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,there2,filler,is,,56,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,male,camera operator,Joshua,camerawoman,,57,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,napkin,filler,towel,,58,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,Belgrade,filler,under,,59,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,1,attention,determiner,attention,this,,60,test_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,bird,filler,peacocks,,61,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,submarine,filler,around,,62,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,China,filler,before,,63,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,writer,filler,author,,64,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,fountain,filler,puddle,,65,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,lake,filler,lives,,66,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,female,foreperson,Samantha,forewoman,,67,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,cactus,filler,cactuses,,68,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,definite,filler,an,,69,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,female,crewmember,Kalya,crewmember,,70,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,1,attention,olympics,attention,United States,,71,test_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,soup,filler,with,,72,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,male,villain,Andrew,villainess,,73,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,pets,filler,chairs,,74,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,female,firefighter,Hannah,firefighter,,75,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,male,anchor,Michael,anchor,,76,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,school,filler,is,,77,filler_grammatical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,male,stunt double,David,stunt double,,78,critical,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
916,Dems,,0,filler,numbers,filler,numbers,,79,filler_semantic,51,,Thank you.,3,0,Male,82,68,72,88,78,77,91,77,85,57,69,67,68,English,4,0,Firefox,Windows,768,1024,12.42061667,
909,Dems,TRUE,,,,,,example,,,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,male,heir,William,heiress,,0,critical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,submarine,filler,under,,1,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,female,anchor,Madison,anchor,,2,critical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,fish,filler,shark,,3,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,school,filler,are,,4,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,Kiwi,filler,has,,5,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,female,actor,Elizabeth,actor,,6,critical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,attention,party,attention,he,,7,test_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,female,firefighter,Lauren,firefighter,,8,critical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,male,hunter,Matthew,hunter,,9,critical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,drink,filler,water,,10,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,there,filler,are,,11,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,cactus,filler,cactuses,,12,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,glass,filler,glass,,13,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,male,layperson,David,layperson,,14,critical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,lake,filler,lives,,15,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,sipping,filler,of,,16,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,definite,filler,an,,17,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,napkin,filler,cloth,,18,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,female,camera operator,Samantha,camerawoman,,19,critical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,over,filler,in,,20,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,ice,filler,water,,21,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,Uganda,filler,on,,22,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,male,meteorologist,Nicholas,weatherwoman,,23,critical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,horse,filler,horse,,24,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,dancer,filler,dancer,,25,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,cook,filler,chef,,26,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,page,filler,page,,27,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,lawyer,filler,lawyer,,28,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,go,filler,go,,29,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,proud,filler,anxious,,30,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,cat,filler,cat,,31,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,1,attention,olympics,attention,United States,,32,test_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,watching,filler,movie,,33,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,scientist,filler,scientist,,34,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,numbers,filler,numbers,,35,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,male,crewmember,Michael,crewwoman,,36,critical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,China,filler,to,,37,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,1,attention,determiner,attention,this,,38,test_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,writer,filler,writer,,39,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,running,filler,running,,40,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,dalmatian,filler,canine,,41,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,attention,modal,attention,would've,,42,test_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,doctor,filler,practitioner,,43,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,customer,filler,parent,,44,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,octopus,filler,octopi,,45,filler_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,attention,videogames,attention,videogame,,46,test_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,plants,filler,need,,47,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,teacher,filler,teacher,,48,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,shipping,filler,shipping,,49,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,attention,song,attention,song,,50,test_grammatical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,computer,filler,computer,,51,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,filler,tomorrow,filler,tomorrow,,52,filler_semantic,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
909,Dems,,0,female,foreperson,Megan,foreperson,,53,critical,44,,No,3,1,Male,79,68,72,73,76,70,63,72,74,74,71,73,72,English,5,0,Firefox,Windows,768,1366,23.69003333,
