name,be,det,target,prep,state,pro,like,activity,question1,answer1,question2,answer2,gender,lexeme,orthog,condition,id
NAME,is,a,businessperson,from,South Dakota.,He,likes,reading.,Does NAME like reading?,Yes,Is NAME from Virginia?,No,male,businessperson,businessman,neutral_male,_neutral_male
NAME,is,a,businessman,from,South Dakota.,He,likes,reading.,Does NAME like reading?,Yes,Is NAME from Virginia?,No,male,businessperson,businessman,congruent_male,businessperson_congruent_male
NAME,is,a,camera operator,from,North Dakota.,She,likes,walking.,Does NAME like walking?,Yes,Is NAME from North Dakota?,Yes,female,camera operator,camerawoman,neutral_female,camera operator_neutral_female
NAME,is,a,camerawoman,from,North Dakota.,She,likes,walking.,Does NAME like walking?,Yes,Is NAME from Virginia?,No,female,camera operator,camerawoman,congruent_female,camera operator_congruent_female
NAME,is,a,camera operator,from,North Dakota.,He,likes,walking.,Does NAME like walking?,Yes,Is NAME from Virginia?,No,male,camera operator,cameraman,neutral_male,_neutral_male
NAME,is,a,cameraman,from,North Dakota.,He,likes,walking.,Does NAME like walking?,Yes,Is NAME from Virginia?,No,male,camera operator,cameraman,congruent_male,camera operator_congruent_male
NAME,is,a,congressperson,from,Indiana.,She,likes,reading.,Does NAME like cycling?,No,Is NAME from Indiana?,Yes,female,congressperson,congresswoman,neutral_female,congressperson_neutral_female
NAME,is,a,congresswoman,from,Indiana.,She,likes,reading.,Does NAME like reading?,Yes,Is NAME from Virginia?,No,female,congressperson,congresswoman,congruent_female,congressperson_congruent_female
NAME,is,a,congressperson,from,Indiana.,He,likes,reading.,Does NAME like reading?,Yes,Is NAME from Virginia?,No,male,congressperson,congressman,neutral_male,_neutral_male
NAME,is,a,congressman,from,Indiana.,He,likes,reading.,Does NAME like reading?,Yes,Is NAME from Virginia?,No,male,congressperson,congressman,congruent_male,congressperson_congruent_male
NAME,is,a,craftsperson,from,New Mexico.,She,likes,dancing.,Does NAME like cycling?,No,Is NAME from Georgia?,No,female,craftsperson,craftswoman,neutral_female,craftsperson_neutral_female
NAME,is,a,craftswoman,from,New Mexico.,She,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from Georgia?,No,female,craftsperson,craftswoman,congruent_female,craftsperson_congruent_female
NAME,is,a,craftsperson,from,New Mexico.,He,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from Georgia?,No,male,craftsperson,craftsman,neutral_male,_neutral_male
NAME,is,a,craftsman,from,New Mexico.,He,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from Georgia?,No,male,craftsperson,craftsman,congruent_male,craftsperson_congruent_male
NAME,is,a,crewmember,from,Kentucky.,She,likes,walking.,Does NAME like hiking?,No,Is NAME from Virginia?,No,female,crewmember,crewwoman,neutral_female,crewmember_neutral_female
NAME,is,a,crewwoman,from,Kentucky.,She,likes,walking.,Does NAME like walking?,Yes,Is NAME from Virginia?,No,female,crewmember,crewwoman,congruent_female,crewmember_congruent_female
NAME,is,a,crewmember,from,Kentucky.,He,likes,walking.,Does NAME like walking?,Yes,Is NAME from Virginia?,No,male,crewmember,crewman,neutral_male,_neutral_male
NAME,is,a,crewman,from,Kentucky.,He,likes,walking.,Does NAME like walking?,Yes,Is NAME from Virginia?,No,male,crewmember,crewman,congruent_male,crewmember_congruent_male
NAME,is,a,firefighter,from,North Carolina.,She,likes,cooking.,Does NAME like hiking?,No,Is NAME from North Carolina?,Yes,female,firefighter,firewoman,neutral_female,firefighter_neutral_female
NAME,is,a,firewoman,from,North Carolina.,She,likes,cooking.,Does NAME like cooking?,Yes,Is NAME from Arizona?,No,female,firefighter,firewoman,congruent_female,firefighter_congruent_female
NAME,is,a,firefighter,from,North Carolina.,He,likes,cooking.,Does NAME like cooking?,Yes,Is NAME from Arizona?,No,male,firefighter,fireman,neutral_male,_neutral_male
NAME,is,a,fireman,from,North Carolina.,He,likes,cooking.,Does NAME like cooking?,Yes,Is NAME from Arizona?,No,male,firefighter,fireman,congruent_male,firefighter_congruent_male
NAME,is,a,foreperson,from,New York.,She,likes,cycling.,Does NAME like camping?,No,Is NAME from New York?,Yes,female,foreperson,forewoman,neutral_female,foreperson_neutral_female
NAME,is,a,forewoman,from,New York.,She,likes,cycling.,Does NAME like cycling?,Yes,Is NAME from Rhode Island?,No,female,foreperson,forewoman,congruent_female,foreperson_congruent_female
NAME,is,a,foreperson,from,New York.,He,likes,cycling.,Does NAME like cycling?,Yes,Is NAME from Rhode Island?,No,male,foreperson,foreman,neutral_male,_neutral_male
NAME,is,a,foreman,from,New York.,He,likes,cycling.,Does NAME like cycling?,Yes,Is NAME from Rhode Island?,No,male,foreperson,foreman,congruent_male,foreperson_congruent_male
NAME,is,an,heir,from,Wisconsin.,She,likes,running.,Does NAME like running?,Yes,Is NAME from Idaho?,No,female,heir,heiress,neutral_female,heir_neutral_female
NAME,is,an,heiress,from,Wisconsin.,She,likes,running.,Does NAME like running?,Yes,Is NAME from Idaho?,No,female,heir,heiress,congruent_female,heir_congruent_female
NAME,is,an,heir,from,Wisconsin.,He,likes,running.,Does NAME like running?,Yes,Is NAME from Idaho?,No,male,heir,heir,neutral_male,_neutral_male
NAME,is,an,heir,from,Wisconsin.,He,likes,running.,Does NAME like running?,Yes,Is NAME from Idaho?,No,male,heir,heir,congruent_male,heir_congruent_male
NAME,is,a,hero,from,Iowa.,She,likes,hiking.,Does NAME like walking?,No,Is NAME from Iowa?,Yes,female,hero,heroine,neutral_female,hero_neutral_female
NAME,is,a,heroine,from,Iowa.,She,likes,hiking.,Does NAME like hiking?,Yes,Is NAME from Ohio?,No,female,hero,heroine,congruent_female,hero_congruent_female
NAME,is,a,hero,from,Iowa.,He,likes,hiking.,Does NAME like hiking?,Yes,Is NAME from Ohio?,No,male,hero,hero,neutral_male,_neutral_male
NAME,is,a,hero,from,Iowa.,He,likes,hiking.,Does NAME like hiking?,Yes,Is NAME from Ohio?,No,male,hero,hero,congruent_male,hero_congruent_male
NAME,is,a,host,from,Wyoming.,She,likes,reading.,Does NAME like hiking?,No,Is NAME from Kansas?,No,female,host,hostess,neutral_female,host_neutral_female
NAME,is,a,hostess,from,Wyoming.,She,likes,reading.,Does NAME like reading?,Yes,Is NAME from Kansas?,No,female,host,hostess,congruent_female,host_congruent_female
NAME,is,a,host,from,Wyoming.,He,likes,reading.,Does NAME like reading?,Yes,Is NAME from Kansas?,No,male,host,host,neutral_male,_neutral_male
NAME,is,a,host,from,Wyoming.,He,likes,reading.,Does NAME like reading?,Yes,Is NAME from Kansas?,No,male,host,host,congruent_male,host_congruent_male
NAME,is,a,hunter,from,Oklahoma.,She,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from California?,No,female,hunter,huntress,neutral_female,hunter_neutral_female
NAME,is,a,huntress,from,Oklahoma.,She,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from California?,No,female,hunter,huntress,congruent_female,hunter_congruent_female
NAME,is,a,hunter,from,Oklahoma.,He,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from California?,No,male,hunter,hunter,neutral_male,_neutral_male
NAME,is,a,hunter,from,Oklahoma.,He,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from California?,No,male,hunter,hunter,congruent_male,hunter_congruent_male
NAME,is,a,layperson,from,Alabama.,She,likes,surfing.,Does NAME like surfing?,Yes,Is NAME from Alabama?,Yes,female,layperson,laywoman,neutral_female,layperson_neutral_female
NAME,is,a,laywoman,from,Alabama.,She,likes,surfing.,Does NAME like surfing?,Yes,Is NAME from Illinois?,No,female,layperson,laywoman,congruent_female,layperson_congruent_female
NAME,is,a,layperson,from,Alabama.,He,likes,surfing.,Does NAME like surfing?,Yes,Is NAME from Illinois?,No,male,layperson,layman,neutral_male,_neutral_male
NAME,is,a,layman,from,Alabama.,He,likes,surfing.,Does NAME like surfing?,Yes,Is NAME from Illinois?,No,male,layperson,layman,congruent_male,layperson_congruent_male
NAME,is,a,police officer,from,Nebraska.,She,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from Nebraska?,Yes,female,police officer,policewoman,neutral_female,police officer_neutral_female
NAME,is,a,policewoman,from,Nebraska.,She,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from Connecticut?,No,female,police officer,policewoman,congruent_female,police officer_congruent_female
NAME,is,a,police officer,from,Nebraska.,He,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from Connecticut?,No,male,police officer,policeman,neutral_male,_neutral_male
NAME,is,a,policeman,from,Nebraska.,He,likes,dancing.,Does NAME like dancing?,Yes,Is NAME from Connecticut?,No,male,police officer,policeman,congruent_male,police officer_congruent_male
NAME,is,a,salesperson,from,Delaware.,She,likes,cooking.,Does NAME like dancing?,No,Is NAME from Idaho?,No,female,salesperson,saleswoman,neutral_female,salesperson_neutral_female
NAME,is,a,saleswoman,from,Delaware.,She,likes,cooking.,Does NAME like cooking?,Yes,Is NAME from Idaho?,No,female,salesperson,saleswoman,congruent_female,salesperson_congruent_female
NAME,is,a,salesperson,from,Delaware.,He,likes,cooking.,Does NAME like cooking?,Yes,Is NAME from Idaho?,No,male,salesperson,salesman,neutral_male,_neutral_male
NAME,is,a,salesman,from,Delaware.,He,likes,cooking.,Does NAME like cooking?,Yes,Is NAME from Idaho?,No,male,salesperson,salesman,congruent_male,salesperson_congruent_male
NAME,is,a,stunt double,from,Illinois.,She,likes,writing.,Does NAME like writing?,Yes,Is NAME from Illinois?,Yes,female,stunt double,stuntwoman,neutral_female,stunt double_neutral_female
NAME,is,a,stuntwoman,from,Illinois.,She,likes,writing.,Does NAME like writing?,Yes,Is NAME from Ohio?,No,female,stunt double,stuntwoman,congruent_female,stunt double_congruent_female
NAME,is,a,stunt double,from,Illinois.,He,likes,writing.,Does NAME like writing?,Yes,Is NAME from Ohio?,No,male,stunt double,stuntman,neutral_male,_neutral_male
NAME,is,a,stuntman,from,Illinois.,He,likes,writing.,Does NAME like writing?,Yes,Is NAME from Ohio?,No,male,stunt double,stuntman,congruent_male,stunt double_congruent_male
NAME,is,a,villain,from,Utah.,She,likes,writing.,Does NAME like writing?,Yes,Is NAME from Michigan?,No,female,villain,villainess,neutral_female,villain_neutral_female
NAME,is,a,villainess,from,Utah.,She,likes,writing.,Does NAME like writing?,Yes,Is NAME from Michigan?,No,female,villain,villainess,congruent_female,villain_congruent_female
NAME,is,a,villain,from,Utah.,He,likes,writing.,Does NAME like writing?,Yes,Is NAME from Michigan?,No,male,villain,villain,neutral_male,_neutral_male
NAME,is,a,villain,from,Utah.,He,likes,writing.,Does NAME like writing?,Yes,Is NAME from Michigan?,No,male,villain,villain,congruent_male,villain_congruent_male
NAME,is,a,meteorologist,from,Kansas.,She,likes,cycling.,Does NAME like cycling?,Yes,Is NAME from West Virginia?,No,female,meteorologist,weatherwoman,neutral_female,meteorologist_neutral_female
NAME,is,a,weatherwoman,from,Kansas.,She,likes,cycling.,Does NAME like cycling?,Yes,Is NAME from West Virginia?,No,female,meteorologist,weatherwoman,congruent_female,meteorologist_congruent_female
NAME,is,a,meteorologist,from,Kansas.,He,likes,cycling.,Does NAME like cycling?,Yes,Is NAME from West Virginia?,No,male,meteorologist,weatherman,neutral_male,_neutral_male
NAME,is,a,weatherman,from,Kansas.,He,likes,cycling.,Does NAME like cycling?,Yes,Is NAME from West Virginia?,No,male,meteorologist,weatherman,congruent_male,meteorologist_congruent_male
